"Trtmt","Sp","Rep","ID","Plate","Tray","Row","Col","Date.Sowed","H","Ex","C","DateEmerg","Survival","No.Lvs","WetWt","A_WetWt","B_WetWt"
"0","Basil","2","20",NA,"3","2","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50NaCl","Lettuce","2","7",NA,"3","2","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0","Lettuce","2","17",NA,"3","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hoag","Basil","2","20",NA,"3","3","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50NaCl","Basil","2","13",NA,"3","3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0","Lettuce","2","5",NA,"3","3","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50NaCl","Basil","2","12",NA,"3","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Basil","2","16",NA,"3","4","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0","Lettuce","2","16",NA,"3","4","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100NaCl","Basil","2","7",NA,"3","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Basil","2","16",NA,"3","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10NaCl","Lettuce","2","10",NA,"3","5","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hoag","Lettuce","2","2",NA,"3","5","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50NaCl","Basil","2","10",NA,"3","5","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Lettuce","2","6",NA,"3","6","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25NaCl","Basil","2","3",NA,"3","6","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25NaCl","Lettuce","2","3",NA,"3","6","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Lettuce","2","2",NA,"3","6","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100NaCl","Lettuce","2","18",NA,"3","7","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0.5NaCl","Lettuce","2","13",NA,"3","7","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0.5","Basil","2","17",NA,"3","7","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100NaCl","Lettuce","2","2",NA,"3","7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10NaCl","Lettuce","2","17",NA,"3","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Lettuce","2","18",NA,"3","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Lettuce","2","7",NA,"3","8","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Basil","2","13",NA,"3","8","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100NaCl","Basil","2","1",NA,"3","9","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0.5NaCl","Lettuce","2","1",NA,"3","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Lettuce","2","10",NA,"3","9","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hoag","Lettuce","2","11",NA,"3","9","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0.5","Lettuce","2","13",NA,"3","10","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5NaCl","Basil","2","4",NA,"3","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5NaCl","Lettuce","2","4",NA,"3","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50NaCl","Lettuce","2","12",NA,"3","10","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Lettuce","2","5",NA,"4","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5NaCl","Lettuce","2","5",NA,"4","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25NaCl","Lettuce","2","19",NA,"4","1","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Lettuce","2","12",NA,"4","1","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100NaCl","Basil","2","18",NA,"4","2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5NaCl","Lettuce","2","6",NA,"4","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Basil","2","7",NA,"4","2","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5NaCl","Basil","2","1",NA,"4","2","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Lettuce","2","8",NA,"4","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10NaCl","Basil","2","4",NA,"4","3","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Basil","2","4",NA,"4","3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hoag","Basil","2","12",NA,"4","3","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25NaCl","Basil","2","6",NA,"4","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25NaCl","Lettuce","2","14",NA,"4","4","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0.5","Basil","2","7",NA,"4","4","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hoag","Basil","2","3",NA,"4","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50NaCl","Lettuce","2","13",NA,"4","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0.5","Basil","2","19",NA,"4","5","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0.5","Lettuce","2","4",NA,"4","5","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100NaCl","Basil","2","19",NA,"4","5","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0.5NaCl","Lettuce","2","6",NA,"4","6","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5NaCl","Basil","2","7",NA,"4","6","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hoag","Basil","2","13",NA,"4","6","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Lettuce","2","18",NA,"4","6","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100NaCl","Lettuce","2","13",NA,"4","7","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50NaCl","Lettuce","2","6",NA,"4","7","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10NaCl","Lettuce","2","4",NA,"4","7","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0","Lettuce","2","18",NA,"4","7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0","Lettuce","2","13",NA,"4","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0.5NaCl","Basil","2","5",NA,"4","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25NaCl","Basil","2","7",NA,"4","8","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Basil","2","17",NA,"4","8","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0","Lettuce","2","12",NA,"4","9","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0.5NaCl","Lettuce","2","18",NA,"4","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Basil","2","17",NA,"4","9","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hoag","Lettuce","2","15",NA,"4","9","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100NaCl","Lettuce","2","3",NA,"4","10","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Lettuce","2","10",NA,"4","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25NaCl","Lettuce","2","15",NA,"4","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Basil","2","3",NA,"4","10","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100NaCl","Basil","2","8",NA,"5","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0","Basil","2","8",NA,"5","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Lettuce","2","5",NA,"5","1","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0.5NaCl","Lettuce","2","3",NA,"5","1","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0","Basil","2","17",NA,"5","2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100NaCl","Lettuce","2","6",NA,"5","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0.5NaCl","Basil","2","4",NA,"5","2","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50NaCl","Basil","2","6",NA,"5","2","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25NaCl","Lettuce","2","7",NA,"5","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Lettuce","2","3",NA,"5","3","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25NaCl","Lettuce","2","16",NA,"5","3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100NaCl","Basil","2","5",NA,"5","3","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hoag","Lettuce","2","13",NA,"5","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10NaCl","Basil","2","9",NA,"5","4","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10NaCl","Basil","2","17",NA,"5","4","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0","Basil","2","3",NA,"5","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0","Lettuce","2","1",NA,"5","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100NaCl","Lettuce","2","7",NA,"5","5","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hoag","Basil","2","8",NA,"5","5","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Basil","2","19",NA,"5","5","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0.5NaCl","Basil","2","16",NA,"5","6","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Basil","2","18",NA,"5","6","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100NaCl","Basil","2","9",NA,"5","6","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hoag","Basil","2","5",NA,"5","6","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Basil","2","4",NA,"5","7","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Lettuce","2","1",NA,"5","7","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5NaCl","Basil","2","15",NA,"5","7","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Basil","2","10",NA,"5","7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Lettuce","2","20",NA,"5","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0.5","Basil","2","20",NA,"5","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Lettuce","2","10",NA,"5","8","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0","Lettuce","2","2",NA,"5","8","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10NaCl","Basil","2","8",NA,"5","9","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100NaCl","Basil","2","15",NA,"5","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0.5","Lettuce","2","1",NA,"5","9","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Basil","2","7",NA,"5","9","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hoag","Basil","2","6",NA,"5","10","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hoag","Basil","2","15",NA,"5","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Basil","2","5",NA,"5","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Lettuce","2","20",NA,"5","10","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0.5","Basil","2","1",NA,"6","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0","Lettuce","2","9",NA,"6","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5NaCl","Basil","2","5",NA,"6","1","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Basil","2","18",NA,"6","1","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Basil","2","19",NA,"6","2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100NaCl","Basil","2","12",NA,"6","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10NaCl","Lettuce","2","5",NA,"6","2","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5NaCl","Basil","2","8",NA,"6","2","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hoag","Basil","2","4",NA,"6","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10NaCl","Lettuce","2","14",NA,"6","3","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0.5NaCl","Basil","2","7",NA,"6","3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50NaCl","Basil","2","5",NA,"6","3","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0.5NaCl","Lettuce","2","12",NA,"6","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Basil","2","5",NA,"6","4","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0.5NaCl","Basil","2","2",NA,"6","4","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0.5","Lettuce","2","16",NA,"6","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5NaCl","Basil","2","9",NA,"6","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hoag","Lettuce","2","9",NA,"6","5","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50NaCl","Lettuce","2","4",NA,"6","5","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25NaCl","Basil","2","14",NA,"6","5","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0","Basil","2","9",NA,"6","6","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10NaCl","Lettuce","2","15",NA,"6","6","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5NaCl","Basil","2","18",NA,"6","6","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50NaCl","Lettuce","2","16",NA,"6","6","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10NaCl","Basil","2","11",NA,"6","7","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Lettuce","2","9",NA,"6","7","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Basil","2","11",NA,"6","7","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hoag","Lettuce","2","12",NA,"6","7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25NaCl","Lettuce","2","9",NA,"6","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25NaCl","Basil","2","4",NA,"6","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0","Basil","2","18",NA,"6","8","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10NaCl","Basil","2","19",NA,"6","8","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5NaCl","Lettuce","2","17",NA,"6","9","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hoag","Basil","2","1",NA,"6","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50NaCl","Basil","2","8",NA,"6","9","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5NaCl","Lettuce","2","19",NA,"6","9","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Basil","2","11",NA,"6","10","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100NaCl","Basil","2","2",NA,"6","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Lettuce","2","19",NA,"6","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0","Basil","2","14",NA,"6","10","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50NaCl","Lettuce","2","1",NA,"7","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0","Lettuce","2","6",NA,"7","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Lettuce","2","11",NA,"7","1","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Lettuce","2","2",NA,"7","1","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50NaCl","Basil","2","15",NA,"7","2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hoag","Basil","2","7",NA,"7","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Lettuce","2","14",NA,"7","2","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0.5NaCl","Lettuce","2","10",NA,"7","2","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Lettuce","2","16",NA,"7","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0.5","Lettuce","2","14",NA,"7","3","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Lettuce","2","7",NA,"7","3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0.5NaCl","Lettuce","2","7",NA,"7","3","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Basil","2","1",NA,"7","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10NaCl","Lettuce","2","1",NA,"7","4","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0.5","Lettuce","2","15",NA,"7","4","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25NaCl","Basil","2","9",NA,"7","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25NaCl","Lettuce","2","4",NA,"7","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5NaCl","Basil","2","10",NA,"7","5","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Lettuce","2","13",NA,"7","5","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Basil","2","5",NA,"7","5","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Basil","2","20",NA,"7","6","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50NaCl","Lettuce","2","2",NA,"7","6","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Basil","2","6",NA,"7","6","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0.5","Lettuce","2","11",NA,"7","6","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100NaCl","Basil","2","20",NA,"7","7","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Basil","2","14",NA,"7","7","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hoag","Basil","2","9",NA,"7","7","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Basil","2","20",NA,"7","7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Lettuce","2","12",NA,"7","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Lettuce","2","4",NA,"7","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50NaCl","Basil","2","20",NA,"7","8","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Lettuce","2","16",NA,"7","8","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25NaCl","Lettuce","2","1",NA,"7","9","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Lettuce","2","13",NA,"7","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Lettuce","2","18",NA,"7","9","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hoag","Lettuce","2","5",NA,"7","9","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100NaCl","Lettuce","2","19",NA,"7","10","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Basil","2","20",NA,"7","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Basil","2","8",NA,"7","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Basil","2","12",NA,"7","10","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10NaCl","Lettuce","2","18",NA,"8","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Basil","2","12",NA,"8","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100NaCl","Lettuce","2","20",NA,"8","1","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0.5","Lettuce","2","7",NA,"8","1","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Lettuce","2","9",NA,"8","2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25NaCl","Basil","2","10",NA,"8","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hoag","Basil","2","17",NA,"8","2","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0.5","Lettuce","2","2",NA,"8","2","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100NaCl","Lettuce","2","1",NA,"8","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0","Lettuce","2","19",NA,"8","3","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25NaCl","Basil","2","19",NA,"8","3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0.5NaCl","Lettuce","2","14",NA,"8","3","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50NaCl","Basil","2","3",NA,"8","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10NaCl","Basil","2","13",NA,"8","4","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50NaCl","Lettuce","2","15",NA,"8","4","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0","Basil","2","2",NA,"8","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Basil","2","4",NA,"8","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0.5","Basil","2","5",NA,"8","5","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10NaCl","Basil","2","2",NA,"8","5","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0","Lettuce","2","10",NA,"8","5","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5NaCl","Basil","2","2",NA,"8","6","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Basil","2","2",NA,"8","6","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25NaCl","Lettuce","2","12",NA,"8","6","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50NaCl","Basil","2","4",NA,"8","6","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10NaCl","Basil","2","15",NA,"8","7","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5NaCl","Lettuce","2","7",NA,"8","7","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0.5","Basil","2","2",NA,"8","7","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100NaCl","Lettuce","2","14",NA,"8","7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0.5NaCl","Lettuce","2","15",NA,"8","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0.5","Basil","2","4",NA,"8","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10NaCl","Basil","2","16",NA,"8","8","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0","Lettuce","2","7",NA,"8","8","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Lettuce","2","3",NA,"8","9","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100NaCl","Lettuce","2","5",NA,"8","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0","Basil","2","16",NA,"8","9","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0","Lettuce","2","4",NA,"8","9","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0.5","Basil","2","13",NA,"8","10","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Basil","2","13",NA,"8","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hoag","Lettuce","2","3",NA,"8","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0","Basil","2","6",NA,"8","10","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0.5NaCl","Lettuce","2","16",NA,"9","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0.5NaCl","Lettuce","2","2",NA,"9","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10NaCl","Basil","2","6",NA,"9","1","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25NaCl","Basil","2","20",NA,"9","1","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5NaCl","Basil","2","19",NA,"9","2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50NaCl","Lettuce","2","11",NA,"9","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50NaCl","Basil","2","7",NA,"9","2","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0","Basil","2","7",NA,"9","2","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5NaCl","Basil","2","16",NA,"9","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Lettuce","2","12",NA,"9","3","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hoag","Lettuce","2","17",NA,"9","3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5NaCl","Lettuce","2","20",NA,"9","3","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100NaCl","Basil","2","6",NA,"9","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0.5NaCl","Basil","2","11",NA,"9","4","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10NaCl","Lettuce","2","11",NA,"9","4","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Lettuce","2","4",NA,"9","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Lettuce","2","19",NA,"9","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5NaCl","Basil","2","11",NA,"9","5","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25NaCl","Lettuce","2","5",NA,"9","5","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50NaCl","Lettuce","2","17",NA,"9","5","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Lettuce","2","13",NA,"9","6","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
